date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:37:07	148690/148690	---M--	200	added ('OK')	image/jpeg	etag:%22c938c08e72b47d6ac566423d5003efe5%22	https://gearo-html.vercel.app/images/shop/deal-item-1.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/shop/deal-item-1.jpg	(from https://gearo-html.vercel.app/home-4.html)
17:37:07	147500/147500	---M--	200	added ('OK')	image/jpeg	etag:%22fa0ba5834f3c8acb55ac4338ca44092c%22	https://gearo-html.vercel.app/images/shop/deal-item-1.1.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/shop/deal-item-1.1.jpg	(from https://gearo-html.vercel.app/home-4.html)
17:37:08	1123458/1123458	---M--	200	added ('OK')	image/jpeg	etag:%221909a9831a1ac76470a0077e0e0d79c2%22	https://gearo-html.vercel.app/images/section/section-deal-1.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/section/section-deal-1.jpg	(from https://gearo-html.vercel.app/home-4.html)
17:37:08	43078/43078	---M--	200	added ('OK')	image/jpeg	etag:%22f15041085abc930ca6a6705d9c7d7d1f%22	https://gearo-html.vercel.app/images/banner/collections-2.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/banner/collections-2.jpg	(from https://gearo-html.vercel.app/home-5.html)
17:37:09	27461/27461	---M--	200	added ('OK')	image/jpeg	etag:%22ef627b5942af196c946885d04c5a941b%22	https://gearo-html.vercel.app/images/banner/collections-3.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/banner/collections-3.jpg	(from https://gearo-html.vercel.app/home-5.html)
17:37:09	48196/48196	---M--	200	added ('OK')	image/jpeg	etag:%22f548532abd6e40b57d570b727f247e11%22	https://gearo-html.vercel.app/images/banner/collections-4.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/banner/collections-4.jpg	(from https://gearo-html.vercel.app/home-5.html)
17:37:09	21588/21588	---M--	200	added ('OK')	image/jpeg	etag:%22c0105c375ef6971240139c233774cb92%22	https://gearo-html.vercel.app/images/banner/banner-home5-1.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/banner/banner-home5-1.jpg	(from https://gearo-html.vercel.app/home-5.html)
17:37:10	14567/14567	---M--	200	added ('OK')	image/jpeg	etag:%22842369b0680638c48d87e395ca29ad28%22	https://gearo-html.vercel.app/images/banner/banner-home5-2.jpg	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/images/banner/banner-home5-2.jpg	(from https://gearo-html.vercel.app/home-5.html)
17:37:11	199056/199056	---MCZ	200	added ('OK')	text/html	etag:W/%220e2d4a7166c5075414688de02c1a6f7f%22	https://gearo-html.vercel.app/my-account-orders-details.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/my-account-orders-details.html	(from https://gearo-html.vercel.app/my-account-orders.html)
17:37:11	3718/3718	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Dec%202025%2010:37:11%20GMT	https://gearo-html.vercel.app/product-detail-2.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-detail-2.11c.delayed	(from https://gearo-html.vercel.app/my-account-orders.html)
17:37:11	3718/3718	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Dec%202025%2010:37:11%20GMT	https://gearo-html.vercel.app/product-detail-3.html	C:/My%20Web%20Sites/spl/gearo-html.vercel.app/product-detail-3.11d.delayed	(from https://gearo-html.vercel.app/my-account-orders.html)
